artist,song,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Chris Brown,Ayo,225226,2015,71,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,"hip hop, pop, R&B"
The Strumbellas,Spirits,203653,2016,71,0.556,0.658,0,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop"
Fetty Wap,Trap Queen,222093,2015,68,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,"hip hop, pop"
Tove Lo,Talking Body,238426,2014,66,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,"pop, Dance/Electronic"
Beyoncé,7-Nov,213506,2014,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,"pop, R&B"
Lana Del Rey,High By The Beach,257573,2015,67,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop
Zara Larsson,Never Forget You,213427,2017,73,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,"pop, Dance/Electronic"
Jeremih,oui,238320,2015,77,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,"hip hop, pop, R&B"
Drake,Hotline Bling,267066,2016,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,217906,2015,64,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87E-05,0.0973,0.398,120.012,pop
Birdy,Let It All Go,280757,2015,68,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,pop
Fetty Wap,679 (feat. Remy Boyz),196693,2015,74,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,"hip hop, pop"
Ariana Grande,Love Me Harder,236133,2014,74,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,pop
The Weeknd,Can't Feel My Face,213520,2015,79,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,55,0.336,0.664,7,-5.68,1,0.102,0.166,1.31E-06,0.0575,0.294,186.394,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),227480,2015,77,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,pop
Kygo,Stole the Show,223186,2016,74,0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,"pop, Dance/Electronic"
Tame Impala,The Less I Know The Better,216320,2015,83,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal
Selena Gomez,Good For You,221560,2015,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0,0.0741,0.217,88.928,pop
Fetty Wap,My Way (feat. Monty),213053,2015,55,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,"hip hop, pop"
Hozier,Take Me To Church,241688,2014,81,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,"Folk/Acoustic, pop"
Taylor Swift,Style,231000,2014,77,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
Alessia Cara,Here,199453,2015,0,0.379,0.799,0,-4.031,1,0.163,0.0804,0,0.0793,0.359,120.892,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,66,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57E-06,0.0863,0.0883,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,47,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,"hip hop, pop, Dance/Electronic"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,68,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,"hip hop, pop"
Big Sean,I Don't Fuck With You,284386,2015,75,0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,"hip hop, pop"
Kygo,Firestone,271640,2016,76,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17E-05,0.0952,0.411,113.927,"pop, Dance/Electronic"
Drake,Jumpman,205879,2015,0,0.853,0.558,1,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,"hip hop, pop, R&B"
Petit Biscuit,Sunset Lover,237792,2015,71,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic
Shawn Mendes,Stitches,206880,2015,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,2015,67,0.854,0.766,9,-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,227373,2014,64,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,213445,2015,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11E-06,0.0863,0.742,154.943,"pop, rock, Dance/Electronic"
Bryson Tiller,Don't,198293,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,2015,1,0.676,0.615,6,-7.534,0,0.0496,0.0384,0,0.341,0.883,163.993,"hip hop, pop"
Joel Adams,Please Don't Go,210580,2015,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,R&B
Zedd,I Want You To Know,238800,2015,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11E-06,0.28,0.375,130.003,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,67,0.644,0.57,9,-6.994,1,0.052,0.484,0,0.299,0.527,113.945,"pop, Dance/Electronic"
BØRNS,Electric Love,218173,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,"rock, pop"
Sigala,Easy Love,229813,2018,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,pop
Ariana Grande,One Last Time,197266,2014,79,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,pop
Little Mix,Black Magic,211773,2015,1,0.777,0.896,4,-4.467,1,0.0619,0.0352,0,0.317,0.843,111.987,pop
One Direction,Perfect,230333,2015,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,pop
Years & Years,Shine,255506,2015,55,0.667,0.716,1,-5.21,0,0.0349,0.189,0,0.104,0.493,108.002,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,182666,2015,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,pop
Nicky Jam,El Perdón - Forgiveness,206666,2017,51,0.736,0.719,8,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013,latin
The Weeknd,Starboy,230453,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49E-06,0.134,0.535,186.054,"pop, R&B"
Drake,One Dance,173986,2016,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,233720,2015,0,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,pop
The Chainsmokers,Closer,244960,2016,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,"pop, Dance/Electronic"
Adele,Hello,295502,2015,1,0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,"pop, R&B"
Desiigner,Panda,246761,2016,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,"hip hop, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,72,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,pop
OneRepublic,Wherever I Go,169773,2016,70,0.552,0.689,10,-6.444,0,0.0425,0.0915,0,0.27,0.349,99.961,pop
Rihanna,Work,219320,2016,75,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,"hip hop, pop, R&B"
Coldplay,Hymn for the Weekend,258266,2015,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,"rock, pop"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,pop
WILLOW,Wait a Minute!,196520,2015,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,"pop, R&B, Dance/Electronic"
Desiigner,Tiimmy Turner,239853,2016,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,"hip hop, pop"
G-Eazy,"Me, Myself & I",251466,2015,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,"hip hop, pop"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,208728,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0,0.0962,0.379,120.036,"rock, pop, Dance/Electronic"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,2016,75,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,"hip hop, pop"
Twenty One Pilots,Heathens,195920,2016,80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,rock
Future,Low Life (feat. The Weeknd),313546,2016,74,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,"hip hop, pop"
Galantis,No Money,189126,2016,67,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,208373,2016,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18E-05,0.0812,0.538,120.028,"hip hop, pop, Dance/Electronic"
Alok,Hear Me Now,192846,2016,51,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,"pop, Dance/Electronic"
Jon Bellion,All Time Low,217603,2016,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,"hip hop, pop"
Cheat Codes,Sex,228361,2016,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,"pop, Dance/Electronic"
Meghan Trainor,NO,213506,2017,69,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61E-06,0.737,0.657,92.134,pop
Dua Lipa,Hotter Than Hell,187957,2017,65,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,pop
Martin Garrix,In the Name of Love,195706,2016,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,"pop, Dance/Electronic"
Alan Walker,Faded,212106,2018,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,Dance/Electronic
Tove Lo,Cool Girl,197815,2016,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71E-06,0.129,0.234,101.983,"pop, Dance/Electronic"
DJ Snake,Let Me Love You,205946,2016,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,79,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,"hip hop, pop, Dance/Electronic"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,2016,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,"hip hop, pop, Dance/Electronic"
Kevin Gates,2 Phones,240000,2016,69,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,"hip hop, pop"
Rihanna,Needed Me,191600,2016,80,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,"hip hop, pop, R&B"
Ariana Grande,Side To Side,226160,2016,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,pop
Marshmello,Alone,273802,2016,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,223853,2015,73,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,pop
Selena Gomez,Same Old Love,229080,2015,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,pop
Calvin Harris,My Way,219159,2016,74,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,193253,2016,64,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,"pop, rock"
Twenty One Pilots,Ride,214506,2015,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,rock
Flo Rida,My House,192190,2015,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop"
Ariana Grande,Dangerous Woman,235946,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0,0.353,0.297,134.052,pop
Anne-Marie,Alarm,205593,2016,57,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,"pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,79,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,pop
AlunaGeorge,I'm In Control,209425,2016,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0,0.135,0.869,91.03,"pop, latin"
MNEK,Never Forget You,213427,2015,45,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,70,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81E-06,0.104,0.188,90.037,"pop, Dance/Electronic"
Drake,Hotline Bling,267066,2016,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,"hip hop, pop, R&B"
Ariana Grande,Into You,244453,2016,3,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75E-06,0.145,0.37,107.853,pop
Shawn Mendes,Treat You Better,187973,2017,82,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,pop
Tory Lanez,Say It,237786,2016,73,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,"hip hop, pop, R&B"
Coldplay,Adventure of a Lifetime,263786,2015,76,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81E-05,0.251,0.501,121.969,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
DNCE,Cake By The Ocean,219146,2016,79,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,pop
99 Souls,The Girl Is Mine,216613,2016,55,0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),255889,2016,51,0.369,0.618,6,-6.304,0,0.249,0.161,0,0.257,0.467,191.863,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,225882,2015,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,222813,2016,0,0.678,0.633,8,-6.443,0,0.171,0.151,0,0.147,0.478,99.886,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,pop
Drake,Pop Style,212946,2016,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16E-06,0.105,0.0594,133.053,"hip hop, pop, R&B"
ZAYN,PILLOWTALK,203686,2016,59,0.588,0.702,11,-4.271,1,0.0496,0.104,0,0.089,0.429,124.909,"pop, Dance/Electronic"
Alessia Cara,Here,199453,2016,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0,0.0841,0.327,120.493,"pop, R&B"
DJ Snake,Middle,220573,2016,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0,0.0549,0.213,104.981,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,202149,2015,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78E-06,0.336,0.674,124.977,"pop, Dance/Electronic"
Drake,Jumpman,205879,2015,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,"hip hop, pop, R&B"
Charlie Puth,Dangerously,199133,2016,62,0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,pop
Nick Jonas,Close,234213,2016,69,0.654,0.623,6,-5.273,0,0.082,0.253,0,0.144,0.401,123.996,pop
Jonas Blue,Perfect Strangers,196613,2016,0,0.742,0.819,1,-5.307,1,0.0487,0.372,0,0.277,0.709,117.986,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,2016,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,226738,2015,73,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,"pop, Dance/Electronic"
Tory Lanez,LUV,228640,2016,0,0.688,0.541,11,-8.128,0,0.114,0.0118,0,0.123,0.247,95.109,"hip hop, pop, R&B"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,2016,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0,0.108,0.523,162.958,pop
Bryson Tiller,Don't,198293,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
Steve Aoki,Just Hold On,198774,2016,63,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0,0.159,0.298,130.037,"pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,1,0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,"pop, Dance/Electronic"
Flume,Never Be Like You,233337,2016,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,Dance/Electronic
Bastille,Good Grief,206493,2016,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0,0.311,0.877,120.041,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),210226,2016,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop
PARTYNEXTDOOR,Not Nice,202661,2016,62,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,2016,77,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,"hip hop, pop"
Hilltop Hoods,1955,239280,2016,63,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91E-06,0.304,0.71,84.044,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2016,62,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,pop
Daya,"Sit Still, Look Pretty",202221,2016,1,0.657,0.739,2,-4.081,1,0.274,0.141,0,0.178,0.543,181.994,"rock, pop, Dance/Electronic"
Kent Jones,Don't Mind,198236,2016,63,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,hip hop
Flume,Say It,262521,2016,53,0.581,0.531,3,-6.829,0,0.0322,0.0731,3.27E-06,0.0616,0.273,75.255,Dance/Electronic
Bryson Tiller,Exchange,194613,2015,76,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,"hip hop, pop, R&B"
MØ,Final Song,235826,2016,66,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95E-05,0.0756,0.245,104.988,"pop, Dance/Electronic"
Beyoncé,Sorry,232560,2016,67,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44E-06,0.253,0.356,129.988,"pop, R&B"
Little Mix,Shout Out to My Ex,246240,2017,1,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,pop
The Lumineers,Ophelia,160097,2016,0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,184516,2016,79,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57E-05,0.415,0.554,159.738,"hip hop, pop, R&B"
Drake,Too Good,263373,2016,74,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,233712,2017,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,pop
Sean Paul,No Lie,221176,2018,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,2017,0,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,"pop, latin"
Sam Smith,Too Good At Goodbyes,201000,2017,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,2016,75,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),216896,2017,1,0.768,0.517,7,-4.323,0,0.0312,0.186,3.80E-05,0.104,0.418,104.992,pop
Imagine Dragons,Thunder,187146,2017,1,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,2018,68,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,pop
The Chainsmokers,Something Just Like This,247160,2017,83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,"pop, Dance/Electronic"
Ed Sheeran,Perfect,263400,2017,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,pop
MGMT,Little Dark Age,299960,2018,81,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock
Travis Scott,goosebumps,243836,2016,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,"hip hop, Dance/Electronic"
Billie Eilish,Bored,180933,2017,84,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,"pop, Dance/Electronic"
Future,Mask Off,204600,2017,79,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,"hip hop, pop"
G-Eazy,Him & I,268866,2017,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop"
Maroon 5,Cold (feat. Future),234308,2017,0,0.697,0.716,9,-6.288,0,0.113,0.118,0,0.0424,0.506,99.905,pop
Rae Sremmurd,Swang,208120,2016,75,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,"hip hop, pop"
Lil Peep,Save That Shit,231546,2017,77,0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,hip hop
A$AP Ferg,Plain Jane,173600,2017,74,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,"hip hop, pop"
French Montana,Unforgettable,233901,2017,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,"hip hop, pop"
21 Savage,Bank Account,220306,2017,74,0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,hip hop
Axwell /\ Ingrosso,More Than You Know,203000,2017,0,0.645,0.741,5,-4.989,0,0.0339,0.0323,0,0.29,0.534,123.07,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2017,77,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,"pop, Dance/Electronic"
J Balvin,Mi Gente,189029,2017,53,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34E-05,0.134,0.309,104.237,latin
Jax Jones,You Don't Know Me - Radio Edit,213946,2016,1,0.876,0.669,11,-6.054,0,0.138,0.163,0,0.185,0.682,124.007,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,291893,2016,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,"hip hop, pop"
Zara Larsson,Ain't My Fault,224030,2017,67,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,190677,2017,0,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,238586,2017,69,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,"hip hop, pop"
